תאריך,מספר לקוחות,Carciofi Alla Giodia,חציל פרמז'ן,טירמיסו,טליאטה די מנזו,כבדי עוף ובצל מטוגן,לברק שלם,לזניה בולונז,לינגוויני ארביאטה,לינגוויני ירקות,מאצי 4 גבינות,מאצי רוזה אפונה ובייקון,מבחר פטריות,נמסיס,סלט חסה גדול,סלט קולורבי,סלט קיסר,עוגת גבינה,פוקצ'ת הבית,פטוצ'יני תרד גורגונזולה,פנה קרבונרה,פסטה בולונז,פפרדלה פטריות ושמנת,פרגיות,קרפצ'יו בקר אורוגולה ופרמז'ן,שרימפס אליו פפרונצ'ינו,טורטלוני,פילה דג,פסטה פירות ים,ריזוטו,יום בשבוע,חודש
2024-02-28,320.0,5.0,9.0,35.0,17.0,11.0,6.0,18.0,16.0,6.0,13.0,12.0,32.0,9.0,23,16.0,24.0,4.0,80,40.0,20.0,21.0,21.0,9.0,27.0,12.0,22.0,20.0,9.0,14.0,4,2
2024-02-27,307.0,18.0,25.0,63.0,21.0,7.0,9.0,33.0,16.0,13.0,5.0,15.0,39.0,16.0,24,21.0,30.0,9.0,132,44.0,39.0,22.0,40.0,11.0,34.0,20.0,25.0,24.0,10.0,16.0,3,2
2024-02-26,352.0,12.0,31.0,46.0,7.0,7.0,4.0,21.0,15.0,13.0,7.0,5.0,36.0,18.0,22,22.0,21.0,12.0,101,54.0,17.0,19.0,18.0,6.0,23.0,9.0,35.0,25.0,10.0,19.0,2,2
2024-02-25,311.0,18.0,27.0,38.0,7.0,4.0,5.0,19.0,11.0,14.0,5.0,10.0,28.0,10.0,13,17.0,17.0,13.0,74,28.0,14.0,13.0,16.0,8.0,20.0,13.0,25.0,19.0,9.0,14.0,1,2
2024-02-24,366.5,8.0,32.0,47.0,9.0,17.0,12.0,29.0,19.0,26.0,19.0,21.0,35.0,15.0,31,16.0,28.0,11.0,18,66.0,49.0,38.0,46.0,19.0,43.0,21.0,44.0,30.0,11.0,25.0,7,2
2024-02-23,378.0,18.0,44.0,51.0,16.0,9.0,5.0,50.0,16.0,16.0,15.0,20.0,6.0,12.0,29,22.0,24.0,7.0,119,32.0,45.0,18.0,24.0,14.0,32.0,15.0,28.0,38.0,15.0,8.0,6,2
2024-02-22,386.0,12.0,33.0,66.0,13.0,10.0,8.0,20.0,13.0,8.0,11.0,12.0,24.0,16.0,13,12.0,32.0,11.0,95,54.0,21.0,22.0,27.0,6.0,17.0,12.0,28.0,24.0,11.0,15.0,5,2
2024-02-21,303.0,12.0,27.0,30.0,5.0,10.0,1.0,24.0,14.0,13.0,9.0,13.0,32.0,7.0,28,23.0,27.0,10.0,98,45.0,23.0,27.0,22.0,4.0,17.0,19.0,31.0,10.0,10.0,10.0,4,2
2024-02-20,361.0,13.0,21.0,48.0,9.0,13.0,2.0,15.0,15.0,13.0,14.0,14.0,29.0,16.0,24,15.0,26.0,8.0,94,41.0,24.0,18.0,23.0,9.0,27.0,16.0,24.0,12.0,10.0,6.0,3,2
2024-02-19,323.0,9.0,19.0,31.0,7.0,5.0,5.0,23.0,10.0,11.0,8.0,7.0,20.0,7.0,17,21.0,25.0,10.0,82,45.0,24.0,18.0,28.0,9.0,21.0,15.0,32.0,12.0,16.0,11.0,2,2
2024-02-18,332.0,11.0,20.0,31.0,11.0,6.0,6.0,22.0,12.0,10.0,7.0,9.0,24.0,10.0,14,18.0,15.0,12.0,88,41.0,21.0,20.0,20.0,7.0,27.0,6.0,28.0,10.0,8.0,10.0,1,2
2024-02-17,366.5,15.0,40.0,52.0,11.0,17.0,8.0,32.0,12.0,24.0,19.0,21.0,19.0,22.0,36,18.0,40.0,9.0,145,74.0,44.0,43.0,47.0,18.0,47.0,21.0,45.0,25.0,17.0,7.0,7,2
2024-02-16,399.0,19.0,45.0,61.0,12.0,15.0,8.0,53.0,25.0,19.0,12.0,22.0,16.0,12.0,32,16.0,25.0,14.0,121,54.0,34.0,41.0,24.0,19.0,38.0,17.0,33.0,23.0,20.0,18.0,6,2
2024-02-15,405.0,13.0,28.0,36.0,7.0,5.0,4.0,21.0,20.0,8.0,12.0,17.0,27.0,11.0,17,20.0,26.0,10.0,123,73.0,28.0,24.0,30.0,9.0,19.0,13.0,38.0,15.0,12.0,17.0,5,2
2024-02-14,303.0,8.0,33.0,39.0,13.0,8.0,6.0,23.0,22.0,5.0,12.0,6.0,34.0,9.0,19,21.0,25.0,7.0,116,55.0,26.0,29.0,40.0,11.0,22.0,10.0,34.0,19.0,8.0,11.0,4,2
2024-02-13,354.0,10.0,17.0,29.0,9.0,8.0,5.0,20.0,19.0,12.0,9.0,7.0,34.0,10.0,19,18.0,17.0,6.0,81,44.0,32.0,19.0,23.0,3.0,20.0,9.0,32.0,12.0,7.0,11.0,3,2
2024-02-12,321.0,13.0,30.0,30.0,8.0,6.0,6.0,23.0,19.0,16.0,13.0,14.0,27.0,11.0,23,13.0,24.0,8.0,93,47.0,13.0,22.0,28.0,5.0,21.0,16.0,27.0,14.0,6.0,10.0,2,2
2024-02-11,280.0,13.0,27.0,43.0,9.0,6.0,5.0,17.0,22.0,16.0,6.0,15.0,23.0,14.0,23,9.0,27.0,7.0,91,39.0,30.0,25.0,16.0,8.0,28.0,12.0,30.0,14.0,8.0,10.0,1,2
2024-02-10,395.0,18.0,44.0,46.0,18.0,19.0,12.0,50.0,22.0,21.0,14.0,16.0,35.0,13.0,28,13.0,35.0,11.0,124,73.0,47.0,36.0,47.0,16.0,36.0,23.0,38.0,37.0,7.0,11.0,7,2
2024-02-09,368.0,18.0,37.0,68.0,16.0,16.0,8.0,37.0,21.0,13.0,12.0,18.0,42.0,11.0,23,20.0,30.0,12.0,109,64.0,30.0,14.0,26.0,19.0,39.0,16.0,29.0,33.0,11.0,10.0,6,2
2024-02-08,406.0,12.0,27.0,35.0,12.0,11.0,3.0,22.0,21.0,15.0,9.0,12.0,34.0,12.0,19,25.0,18.0,8.0,106,56.0,39.0,19.0,25.0,7.0,27.0,13.0,34.0,10.0,18.0,7.0,5,2
2024-02-07,348.0,9.0,28.0,39.0,15.0,10.0,8.0,23.0,11.0,14.0,11.0,11.0,23.0,10.0,18,16.0,20.0,11.0,76,42.0,25.0,13.0,31.0,14.0,18.0,10.0,33.0,5.0,18.0,14.0,4,2
2024-02-06,331.0,13.0,25.0,41.0,10.0,7.0,2.0,22.0,13.0,7.0,11.0,9.0,27.0,13.0,17,22.0,18.0,5.0,94,41.0,15.0,16.0,21.0,6.0,22.0,10.0,31.0,12.0,10.0,7.0,3,2
2024-02-05,333.0,13.0,24.0,31.0,14.0,9.0,4.0,23.0,15.0,9.0,9.0,12.0,23.0,12.0,16,8.0,20.0,5.0,85,38.0,23.0,16.0,17.0,8.0,21.0,11.0,37.0,16.0,10.0,7.0,2,2
2024-02-04,272.0,17.0,19.0,19.0,5.0,8.0,2.0,21.0,9.0,12.0,11.0,9.0,20.0,7.0,19,9.0,20.0,6.0,69,31.0,30.0,14.0,24.0,5.0,18.0,11.0,36.0,9.0,6.0,7.0,1,2
2024-02-03,430.0,13.0,42.0,53.0,8.0,14.0,5.0,46.0,7.0,20.0,20.0,19.0,25.0,26.0,37,31.0,28.0,17.0,130,78.0,44.0,29.0,43.0,17.0,33.0,15.0,43.0,26.0,16.0,20.0,7,2
2024-02-02,403.0,19.0,39.0,47.0,25.0,17.0,5.0,46.0,18.0,19.0,11.0,15.0,34.0,13.0,25,26.0,30.0,6.0,112,48.0,30.0,39.0,36.0,18.0,35.0,25.0,39.0,26.0,5.0,18.0,6,2
2024-02-01,385.0,10.0,19.0,63.0,15.0,8.0,3.0,28.0,18.0,15.0,11.0,11.0,20.0,9.0,18,24.0,22.0,12.0,116,42.0,35.0,20.0,22.0,6.0,29.0,14.0,31.0,4.0,9.0,14.0,5,2
2024-01-31,344.0,15.0,20.0,28.0,5.0,4.0,4.0,37.0,17.0,12.0,16.0,20.0,19.0,16.0,30,20.0,21.0,4.0,81,45.0,21.0,19.0,26.0,8.0,19.0,18.0,29.0,8.0,5.0,8.0,4,1
2024-01-30,347.0,15.0,27.0,37.0,9.0,6.0,4.0,26.0,10.0,9.0,9.0,9.0,29.0,9.0,16,15.0,17.0,8.0,97,38.0,23.0,23.0,29.0,9.0,15.0,18.0,32.0,9.0,8.0,9.0,3,1
2024-01-29,311.0,14.0,23.0,31.0,7.0,5.0,4.0,15.0,14.0,11.0,9.0,12.0,25.0,13.0,23,20.0,22.0,13.0,78,33.0,21.0,15.0,18.0,7.0,22.0,9.0,21.0,17.0,8.0,10.0,2,1
2024-01-28,334.0,5.0,16.0,39.0,10.0,3.0,2.0,27.0,10.0,8.0,14.0,15.0,21.0,8.0,20,14.0,20.0,9.0,87,41.0,20.0,25.0,16.0,8.0,22.0,15.0,28.0,7.0,8.0,9.0,1,1
2024-01-27,427.0,14.0,39.0,61.0,15.0,11.0,6.0,48.0,21.0,24.0,24.0,21.0,42.0,26.0,23,26.0,20.0,12.0,137,74.0,44.0,33.0,42.0,14.0,40.0,25.0,44.0,28.0,16.0,18.0,7,1
2024-01-26,409.0,17.0,18.0,55.0,19.0,12.0,11.0,54.0,25.0,20.0,11.0,21.0,32.0,19.0,30,23.0,27.0,17.0,108,43.0,43.0,29.0,19.0,23.0,39.0,24.0,45.0,34.0,16.0,20.0,6,1
2024-01-25,447.0,22.0,29.0,55.0,13.0,5.0,2.0,23.0,15.0,17.0,10.0,8.0,22.0,17.0,20,25.0,28.0,14.0,111,47.0,28.0,27.0,28.0,9.0,27.0,17.0,35.0,13.0,15.0,15.0,5,1
2024-01-24,335.0,13.0,18.0,38.0,6.0,9.0,4.0,22.0,11.0,12.0,8.0,13.0,22.0,8.0,21,10.0,24.0,12.0,88,36.0,24.0,13.0,18.0,5.0,19.0,14.0,26.0,9.0,6.0,16.0,4,1
2024-01-23,308.0,20.0,19.0,29.0,13.0,7.0,4.0,17.0,16.0,12.0,8.0,8.0,21.0,10.0,14,13.0,13.0,8.0,85,44.0,17.0,15.0,23.0,6.0,23.0,11.0,26.0,4.0,3.0,7.0,3,1
2024-01-22,340.0,18.0,17.0,30.0,10.0,6.0,2.0,20.0,12.0,9.0,13.0,11.0,24.0,11.0,22,20.0,24.0,7.0,74,39.0,22.0,16.0,14.0,7.0,26.0,14.0,30.0,12.0,8.0,16.0,2,1
2024-01-21,280.0,9.0,17.0,28.0,5.0,2.0,9.0,19.0,10.0,10.0,6.0,10.0,26.0,10.0,22,14.0,7.0,8.0,63,40.0,16.0,22.0,13.0,3.0,18.0,10.0,23.0,7.0,3.0,7.0,1,1
2024-01-20,419.0,14.0,43.0,53.0,18.0,3.0,13.0,48.0,10.0,19.0,15.0,11.0,20.0,18.0,33,26.0,35.0,19.0,125,49.0,42.0,36.0,45.0,17.0,42.0,23.0,42.0,42.0,21.0,24.0,7,1
2024-01-19,398.0,12.0,35.0,49.0,23.0,14.0,8.0,44.0,23.0,13.0,13.0,23.0,28.0,19.0,28,19.0,22.0,16.0,122,53.0,41.0,37.0,27.0,23.0,32.0,9.0,32.0,38.0,22.0,18.0,6,1
2024-01-18,381.0,9.0,29.0,39.0,10.0,3.0,4.0,25.0,24.0,10.0,8.0,14.0,27.0,15.0,28,22.0,26.0,15.0,103,59.0,25.0,19.0,21.0,4.0,26.0,17.0,27.0,20.0,7.0,18.0,5,1
2024-01-17,350.0,18.0,17.0,49.0,4.0,6.0,1.0,32.0,13.0,10.0,5.0,15.0,20.0,13.0,13,19.0,32.0,16.0,89,50.0,25.0,19.0,23.0,7.0,24.0,8.0,29.0,12.0,11.0,11.0,4,1
2024-01-16,359.0,8.0,21.0,35.0,10.0,10.0,9.0,19.0,11.0,3.0,9.0,13.0,30.0,13.0,19,21.0,20.0,13.0,93,39.0,20.0,21.0,32.0,7.0,23.0,12.0,26.0,13.0,9.0,7.0,3,1
2024-01-15,325.0,21.0,17.0,37.0,5.0,6.0,5.0,19.0,12.0,11.0,7.0,13.0,23.0,13.0,16,15.0,30.0,12.0,83,29.0,18.0,16.0,19.0,5.0,17.0,16.0,29.0,19.0,11.0,13.0,2,1
2024-01-14,301.0,18.0,19.0,54.0,14.0,9.0,7.0,13.0,17.0,15.0,5.0,7.0,19.0,8.0,15,19.0,18.0,7.0,65,41.0,18.0,20.0,17.0,7.0,16.0,5.0,28.0,8.0,7.0,9.0,1,1
2024-01-13,366.5,18.0,39.0,44.0,22.0,13.0,7.0,59.0,12.0,25.0,19.0,14.0,28.0,27.0,33,26.0,8.0,20.0,140,80.0,46.0,38.0,21.0,14.0,38.0,19.0,41.0,42.0,11.0,10.0,7,1
2024-01-12,396.0,22.0,51.0,60.0,25.0,17.0,9.0,45.0,16.0,23.0,11.0,7.0,29.0,24.0,27,27.0,24.0,11.0,125,66.0,48.0,47.0,40.0,13.0,32.0,21.0,15.0,30.0,16.0,18.0,6,1
2024-01-11,403.0,17.0,18.0,66.0,14.0,6.0,4.0,28.0,12.0,23.0,13.0,11.0,32.0,25.0,21,22.0,31.0,23.0,102,70.0,29.0,20.0,27.0,3.0,26.0,18.0,14.0,18.0,7.0,13.0,5,1
2024-01-10,333.0,6.0,17.0,35.0,5.0,8.0,1.0,16.0,13.0,8.0,10.0,16.0,16.0,24.0,10,9.0,25.0,18.0,73,50.0,24.0,18.0,27.0,6.0,20.0,8.0,31.0,9.0,8.0,13.0,4,1
2024-01-09,362.0,15.0,22.0,59.0,9.0,11.0,3.0,24.0,14.0,10.0,14.0,8.0,24.0,14.0,29,15.0,14.0,23.0,96,51.0,19.0,21.0,20.0,9.0,27.0,10.0,30.0,17.0,7.0,15.0,3,1
2024-01-08,305.0,7.0,20.0,48.0,10.0,7.0,9.0,20.0,15.0,8.0,5.0,11.0,19.0,16.0,21,13.0,18.0,15.0,86,37.0,20.0,17.0,17.0,6.0,17.0,18.0,23.0,9.0,10.0,8.0,2,1
2024-01-07,284.0,11.0,17.0,48.0,3.0,3.0,4.0,21.0,20.0,11.0,5.0,9.0,18.0,10.0,19,15.0,19.0,15.0,73,35.0,10.0,12.0,19.0,8.0,22.0,7.0,22.0,17.0,9.0,14.0,1,1
2024-01-06,433.0,15.0,51.0,59.0,15.0,16.0,12.0,57.0,24.0,30.0,18.0,22.0,35.0,25.0,4,24.0,35.0,6.0,145,78.0,48.0,43.0,27.0,14.0,34.0,23.0,30.0,36.0,18.0,10.0,7,1
2024-01-05,399.0,22.0,43.0,73.0,23.0,3.0,7.0,55.0,18.0,23.0,13.0,23.0,40.0,22.0,30,26.0,36.0,21.0,142,72.0,33.0,34.0,29.0,4.0,39.0,16.0,31.0,29.0,3.0,0.0,6,1
2024-01-04,387.0,16.0,23.0,68.0,5.0,9.0,7.0,24.0,15.0,20.0,7.0,12.0,26.0,13.0,19,14.0,22.0,11.0,97,36.0,36.0,14.0,25.0,5.0,28.0,13.0,31.0,9.0,13.0,15.0,5,1
2024-01-03,336.0,14.0,24.0,55.0,7.0,11.0,2.0,26.0,19.0,12.0,7.0,10.0,18.0,23.0,23,20.0,27.0,12.0,83,48.0,12.0,17.0,21.0,5.0,20.0,14.0,31.0,15.0,12.0,12.0,4,1
2024-01-02,317.0,10.0,19.0,45.0,15.0,8.0,6.0,26.0,9.0,11.0,11.0,14.0,27.0,12.0,9,14.0,22.0,12.0,90,39.0,16.0,18.0,17.0,7.0,29.0,14.0,21.0,15.0,10.0,11.0,3,1
2024-01-01,333.0,15.0,17.0,48.0,9.0,6.0,2.0,26.0,17.0,12.0,8.0,11.0,22.0,19.0,24,13.0,19.0,10.0,88,47.0,25.0,21.0,14.0,5.0,33.0,15.0,34.0,14.0,2.0,11.0,2,1
2023-12-31,280.0,13.0,28.0,62.0,12.0,5.0,9.0,28.0,16.0,9.0,15.0,8.0,20.0,25.0,22,8.0,27.0,15.0,106,50.0,18.0,16.0,26.0,10.0,35.0,11.0,36.0,8.0,6.0,10.0,1,12
2023-12-30,389.0,17.0,51.0,69.0,20.0,16.0,6.0,45.0,25.0,11.0,15.0,21.0,39.0,22.0,19,32.0,34.0,20.0,129,77.0,40.0,14.0,35.0,11.0,36.0,19.0,32.0,41.0,11.0,19.0,7,12
2023-12-29,362.5,20.0,42.0,55.0,20.0,17.0,8.0,45.0,26.0,15.0,13.0,24.0,31.0,19.0,30,23.0,30.0,15.0,134,50.0,15.0,35.0,30.0,17.0,35.0,13.0,44.0,39.0,16.0,21.0,6,12
2023-12-28,418.0,12.0,23.0,65.0,11.0,4.0,7.0,34.0,10.0,17.0,15.0,7.0,34.0,23.0,16,17.0,26.0,19.0,114,63.0,33.0,13.0,32.0,5.0,27.0,15.0,35.0,10.0,13.0,11.0,5,12
2023-12-27,366.0,8.0,14.0,70.0,8.0,12.0,4.0,29.0,12.0,9.0,10.0,16.0,31.0,15.0,16,12.0,27.0,9.0,96,53.0,28.0,17.0,22.0,6.0,30.0,9.0,29.0,8.0,5.0,10.0,4,12
2023-12-26,347.0,15.0,18.0,59.0,11.0,7.0,1.0,22.0,8.0,11.0,8.0,16.0,23.0,17.0,15,18.0,13.0,13.0,82,38.0,21.0,11.0,25.0,3.0,20.0,22.0,26.0,8.0,8.0,8.0,3,12
2023-12-25,351.0,11.0,20.0,58.0,10.0,6.0,4.0,23.0,10.0,12.0,6.0,5.0,20.0,18.0,17,20.0,15.0,21.0,92,50.0,19.0,17.0,22.0,11.0,20.0,14.0,27.0,13.0,4.0,16.0,2,12
2023-12-24,326.0,15.0,24.0,10.0,7.0,3.0,4.0,22.0,12.0,12.0,6.0,7.0,29.0,11.0,12,15.0,18.0,9.0,77,42.0,27.0,27.0,17.0,4.0,18.0,8.0,29.0,7.0,9.0,12.0,1,12
2023-12-23,366.5,17.0,31.0,53.0,19.0,20.0,7.0,39.0,15.0,2.0,26.0,6.0,38.0,19.0,36,22.0,43.0,10.0,119,70.0,42.0,38.0,35.0,6.0,23.0,19.0,42.0,29.0,16.0,16.0,7,12
2023-12-22,394.0,9.0,36.0,40.0,21.0,18.0,8.0,46.0,18.0,23.0,8.0,21.0,29.0,23.0,27,12.0,22.0,12.0,120,61.0,49.0,20.0,31.0,17.0,49.0,26.0,21.0,25.0,7.0,17.0,6,12
2023-12-21,392.0,15.0,13.0,63.0,16.0,6.0,8.0,22.0,9.0,17.0,9.0,7.0,16.0,17.0,23,14.0,27.0,12.0,90,47.0,28.0,16.0,25.0,2.0,18.0,12.0,32.0,17.0,19.0,9.0,5,12
2023-12-20,362.0,23.0,23.0,56.0,14.0,12.0,4.0,28.0,14.0,11.0,10.0,14.0,24.0,19.0,24,22.0,16.0,13.0,102,51.0,14.0,20.0,25.0,11.0,23.0,12.0,36.0,8.0,8.0,11.0,4,12
2023-12-19,335.0,19.0,22.0,54.0,14.0,8.0,4.0,18.0,18.0,16.0,6.0,9.0,24.0,18.0,18,19.0,20.0,14.0,90,35.0,18.0,18.0,22.0,7.0,24.0,13.0,30.0,4.0,10.0,9.0,3,12
2023-12-18,294.0,12.0,25.0,43.0,9.0,8.0,3.0,29.0,10.0,17.0,8.0,15.0,22.0,10.0,29,13.0,23.0,15.0,94,43.0,33.0,21.0,26.0,4.0,24.0,7.0,27.0,16.0,6.0,27.0,2,12
2023-12-17,309.0,17.0,17.0,42.0,8.0,5.0,2.0,21.0,17.0,9.0,9.0,7.0,27.0,17.0,23,12.0,11.0,16.0,68,44.0,14.0,16.0,23.0,3.0,18.0,10.0,27.0,16.0,5.0,7.0,1,12
2023-12-16,417.0,10.0,40.0,55.0,19.0,19.0,1.0,45.0,23.0,20.0,14.0,23.0,33.0,20.0,33,22.0,11.0,20.0,141,69.0,42.0,43.0,46.0,22.0,46.0,17.0,41.0,37.0,0.0,20.0,7,12
2023-12-15,362.5,17.0,40.0,55.0,18.0,11.0,9.0,60.0,13.0,26.0,15.0,8.0,31.0,23.0,34,23.0,35.0,8.0,134,62.0,44.0,13.0,45.0,13.0,10.0,4.0,36.0,34.0,15.0,14.0,6,12
2023-12-14,334.0,12.0,16.0,45.0,13.0,7.0,4.0,18.0,11.0,6.0,17.0,10.0,16.0,18.0,12,19.0,17.0,11.0,80,43.0,24.0,14.0,18.0,10.0,25.0,12.0,27.0,16.0,12.0,7.0,5,12
2023-12-13,332.0,12.0,19.0,34.0,9.0,6.0,4.0,14.0,13.0,14.0,6.0,9.0,26.0,11.0,13,14.0,17.0,7.0,78,33.0,27.0,22.0,22.0,10.0,15.0,22.0,35.0,9.0,10.0,12.0,4,12
2023-12-12,276.0,12.0,22.0,46.0,9.0,5.0,3.0,20.0,14.0,9.0,5.0,9.0,21.0,8.0,15,18.0,23.0,9.0,72,39.0,28.0,11.0,13.0,7.0,18.0,8.0,25.0,9.0,8.0,14.0,3,12
2023-12-11,329.0,12.0,11.0,29.0,10.0,6.0,2.0,12.0,12.0,13.0,12.0,16.0,24.0,11.0,12,20.0,21.0,4.0,92,41.0,19.0,18.0,26.0,5.0,22.0,10.0,31.0,9.0,9.0,10.0,2,12
2023-12-10,319.0,14.0,24.0,39.0,8.0,7.0,5.0,14.0,11.0,17.0,3.0,14.0,21.0,18.0,18,18.0,21.0,12.0,78,40.0,18.0,14.0,23.0,5.0,16.0,10.0,27.0,12.0,12.0,16.0,1,12
2023-12-09,394.0,14.0,47.0,48.0,18.0,15.0,9.0,32.0,25.0,15.0,18.0,20.0,28.0,18.0,30,24.0,31.0,16.0,127,69.0,47.0,33.0,23.0,13.0,38.0,16.0,38.0,34.0,17.0,13.0,7,12
2023-12-08,328.0,15.0,40.0,38.0,14.0,13.0,11.0,38.0,12.0,21.0,7.0,22.0,24.0,6.0,29,17.0,24.0,8.0,99,39.0,29.0,30.0,25.0,15.0,47.0,18.0,44.0,24.0,15.0,12.0,6,12
2023-12-07,298.0,9.0,21.0,32.0,11.0,8.0,3.0,19.0,12.0,13.0,5.0,8.0,18.0,9.0,11,13.0,23.0,7.0,71,33.0,18.0,15.0,18.0,5.0,17.0,12.0,31.0,10.0,10.0,8.0,5,12
2023-12-06,327.0,13.0,21.0,64.0,14.0,7.0,5.0,20.0,13.0,7.0,3.0,14.0,26.0,10.0,18,22.0,17.0,17.0,99,37.0,19.0,22.0,17.0,13.0,31.0,16.0,28.0,9.0,12.0,8.0,4,12
2023-12-05,332.0,10.0,22.0,35.0,10.0,2.0,2.0,25.0,10.0,19.0,4.0,7.0,21.0,9.0,11,11.0,13.0,4.0,79,42.0,25.0,19.0,18.0,7.0,24.0,12.0,29.0,21.0,10.0,4.0,3,12
2023-12-04,294.0,18.0,18.0,53.0,10.0,12.0,2.0,21.0,14.0,13.0,2.0,11.0,18.0,20.0,16,18.0,16.0,8.0,85,41.0,26.0,15.0,14.0,2.0,30.0,20.0,31.0,12.0,15.0,10.0,2,12
2023-12-03,219.0,9.0,16.0,28.0,3.0,4.0,3.0,8.0,9.0,9.0,4.0,10.0,16.0,13.0,12,11.0,16.0,10.0,56,34.0,16.0,12.0,14.0,9.0,18.0,10.0,14.0,6.0,7.0,4.0,1,12
2023-12-02,384.0,15.0,45.0,51.0,13.0,19.0,4.0,47.0,19.0,5.0,11.0,15.0,21.0,27.0,32,18.0,33.0,21.0,112,71.0,39.0,31.0,18.0,14.0,31.0,15.0,35.0,27.0,16.0,19.0,7,12
2023-12-01,363.0,16.0,34.0,51.0,25.0,11.0,10.0,48.0,23.0,20.0,9.0,18.0,37.0,12.0,29,21.0,22.0,11.0,105,45.0,31.0,22.0,28.0,18.0,30.0,21.0,31.0,43.0,4.0,13.0,6,12
2023-11-30,334.0,11.0,20.0,55.0,10.0,6.0,12.0,19.0,12.0,10.0,12.0,6.0,25.0,13.0,15,13.0,18.0,14.0,76,41.0,21.0,12.0,14.0,5.0,23.0,13.0,30.0,19.0,8.0,8.0,5,11
2023-11-29,351.0,13.0,29.0,31.0,11.0,6.0,5.0,24.0,16.0,11.0,17.0,15.0,27.0,18.0,14,16.0,19.0,8.0,81,41.0,27.0,27.0,23.0,11.0,18.0,18.0,30.0,11.0,4.0,18.0,4,11
2023-11-28,299.0,13.0,23.0,41.0,9.0,6.0,4.0,17.0,9.0,10.0,4.0,10.0,22.0,15.0,16,16.0,18.0,13.0,75,42.0,15.0,12.0,19.0,3.0,16.0,17.0,32.0,16.0,7.0,11.0,3,11
2023-11-27,330.0,14.0,18.0,47.0,10.0,4.0,7.0,20.0,11.0,8.0,3.0,14.0,23.0,22.0,11,26.0,13.0,16.0,73,43.0,15.0,30.0,23.0,4.0,19.0,14.0,35.0,11.0,11.0,9.0,2,11
2023-11-26,302.0,7.0,15.0,50.0,4.0,5.0,2.0,22.0,13.0,7.0,8.0,9.0,23.0,20.0,17,12.0,23.0,19.0,78,40.0,15.0,21.0,29.0,5.0,18.0,11.0,25.0,12.0,6.0,17.0,1,11
2023-11-25,393.0,11.0,38.0,59.0,25.0,15.0,5.0,35.0,22.0,15.0,15.0,9.0,34.0,23.0,29,22.0,35.0,17.0,125,71.0,35.0,36.0,41.0,19.0,48.0,14.0,40.0,2.0,16.0,18.0,7,11
2023-11-24,352.0,14.0,38.0,63.0,21.0,11.0,11.0,51.0,12.0,20.0,11.0,14.0,28.0,28.0,27,19.0,29.0,10.0,111,61.0,46.0,42.0,21.0,23.0,36.0,17.0,33.0,16.0,16.0,13.0,6,11
2023-11-23,387.0,14.0,24.0,60.0,5.0,10.0,7.0,26.0,10.0,15.0,9.0,16.0,29.0,20.0,17,14.0,26.0,20.0,95,63.0,30.0,22.0,30.0,6.0,30.0,22.0,33.0,15.0,4.0,15.0,5,11
2023-11-22,281.0,17.0,21.0,50.0,4.0,5.0,6.0,24.0,10.0,13.0,7.0,9.0,22.0,10.0,15,12.0,18.0,16.0,71,38.0,20.0,16.0,15.0,6.0,18.0,12.0,26.0,9.0,6.0,3.0,4,11
2023-11-21,265.0,9.0,15.0,38.0,11.0,5.0,1.0,26.0,15.0,7.0,2.0,14.0,20.0,14.0,14,20.0,17.0,14.0,75,32.0,16.0,17.0,6.0,7.0,26.0,17.0,27.0,9.0,11.0,10.0,3,11
2023-11-20,242.0,17.0,18.0,41.0,12.0,6.0,4.0,11.0,12.0,6.0,5.0,8.0,20.0,9.0,16,17.0,12.0,11.0,67,24.0,13.0,12.0,11.0,8.0,12.0,3.0,23.0,15.0,7.0,7.0,2,11
2023-11-19,240.0,4.0,17.0,33.0,11.0,4.0,1.0,15.0,7.0,9.0,6.0,3.0,10.0,15.0,21,5.0,28.0,9.0,51,33.0,18.0,17.0,16.0,4.0,16.0,9.0,20.0,3.0,9.0,8.0,1,11
2023-11-18,366.5,14.0,38.0,55.0,17.0,12.0,5.0,27.0,20.0,25.0,8.0,13.0,31.0,25.0,24,21.0,25.0,18.0,112,63.0,28.0,41.0,28.0,15.0,32.0,14.0,37.0,26.0,19.0,12.0,7,11
2023-11-17,362.5,11.0,37.0,49.0,14.0,12.0,6.0,47.0,14.0,19.0,9.0,15.0,22.0,20.0,25,25.0,34.0,13.0,97,43.0,37.0,38.0,17.0,17.0,35.0,16.0,32.0,25.0,9.0,10.0,6,11
2023-11-16,320.0,10.0,19.0,64.0,12.0,12.0,5.0,26.0,13.0,15.0,4.0,7.0,24.0,13.0,20,15.0,26.0,13.0,70,37.0,24.0,11.0,29.0,14.0,19.0,5.0,29.0,25.0,8.0,8.0,5,11
2023-11-15,359.0,12.0,20.0,40.0,13.0,7.0,5.0,16.0,12.0,16.0,7.0,9.0,30.0,17.0,22,13.0,28.0,15.0,92,44.0,22.0,19.0,31.0,5.0,18.0,10.0,28.0,11.0,4.0,11.0,4,11
2023-11-14,292.0,16.0,19.0,40.0,12.0,9.0,4.0,15.0,8.0,8.0,6.0,6.0,29.0,15.0,14,23.0,29.0,18.0,75,38.0,28.0,14.0,22.0,6.0,19.0,14.0,29.0,6.0,2.0,13.0,3,11
